p cnf 658 2540
-310 385 -386 0
-310 -385 386 0
310 385 -387 0
310 -385 387 0
-310 385 387 0
-310 -385 -387 0
305 387 -388 0
305 -387 -388 0
-305 387 -388 0
-305 -387 388 0
305 387 -389 0
305 -387 389 0
-305 387 389 0
-305 -387 -389 0
386 388 -390 0
386 -388 390 0
-386 388 390 0
-386 -388 -390 0
10 21 -391 0
10 -21 -391 0
-10 21 -391 0
-10 -21 391 0
316 391 -392 0
316 -391 -392 0
-316 391 -392 0
-316 -391 392 0
316 391 -393 0
316 -391 393 0
-316 391 393 0
-316 -391 -393 0
311 393 -394 0
311 -393 -394 0
-311 393 -394 0
-311 -393 394 0
311 393 -395 0
311 -393 395 0
-311 393 395 0
-311 -393 -395 0
392 394 -396 0
392 -394 396 0
-392 394 396 0
-392 -394 -396 0
11 21 -397 0
11 -21 -397 0
-11 21 -397 0
-11 -21 397 0
322 397 -398 0
322 -397 -398 0
-322 397 -398 0
-322 -397 398 0
322 397 -399 0
322 -397 399 0
-322 397 399 0
-322 -397 -399 0
317 399 -400 0
317 -399 -400 0
-317 399 -400 0
-317 -399 400 0
317 399 -401 0
317 -399 401 0
-317 399 401 0
-317 -399 -401 0
398 400 -402 0
398 -400 402 0
-398 400 402 0
-398 -400 -402 0
12 21 -403 0
12 -21 -403 0
-12 21 -403 0
-12 -21 403 0
328 403 -404 0
328 -403 -404 0
-328 403 -404 0
-328 -403 404 0
328 403 -405 0
328 -403 405 0
-328 403 405 0
-328 -403 -405 0
323 405 -406 0
323 -405 -406 0
-323 405 -406 0
-323 -405 406 0
323 405 -407 0
323 -405 407 0
-323 405 407 0
-323 -405 -407 0
404 406 -408 0
404 -406 408 0
-404 406 408 0
-404 -406 -408 0
13 21 -409 0
13 -21 -409 0
-13 21 -409 0
-13 -21 409 0
334 409 -410 0
334 -409 -410 0
-334 409 -410 0
-334 -409 410 0
334 409 -411 0
334 -409 411 0
-334 409 411 0
-334 -409 -411 0
329 411 -412 0
329 -411 -412 0
-329 411 -412 0
-329 -411 412 0
329 411 -413 0
329 -411 413 0
-329 411 413 0
-329 -411 -413 0
410 412 -414 0
410 -412 414 0
-410 412 414 0
-410 -412 -414 0
14 21 -415 0
14 -21 -415 0
-14 21 -415 0
-14 -21 415 0
336 415 -416 0
336 -415 -416 0
-336 415 -416 0
-336 -415 416 0
336 415 -417 0
336 -415 417 0
-336 415 417 0
-336 -415 -417 0
335 417 -418 0
335 -417 -418 0
-335 417 -418 0
-335 -417 418 0
335 417 -419 0
335 -417 419 0
-335 417 419 0
-335 -417 -419 0
416 418 -420 0
416 -418 420 0
-416 418 420 0
-416 -418 -420 0
15 21 -421 0
15 -21 -421 0
-15 21 -421 0
-15 -21 421 0
1 22 -422 0
1 -22 -422 0
-1 22 -422 0
-1 -22 422 0
347 422 -423 0
347 -422 -423 0
-347 422 -423 0
-347 -422 423 0
347 422 -424 0
347 -422 424 0
-347 422 424 0
-347 -422 -424 0
342 424 -425 0
342 -424 -425 0
-342 424 -425 0
-342 -424 425 0
342 424 -426 0
342 -424 426 0
-342 424 426 0
-342 -424 -426 0
423 425 -427 0
423 -425 427 0
-423 425 427 0
-423 -425 -427 0
2 22 -428 0
2 -22 -428 0
-2 22 -428 0
-2 -22 428 0
353 428 -429 0
353 -428 -429 0
-353 428 -429 0
-353 -428 429 0
353 428 -430 0
353 -428 430 0
-353 428 430 0
-353 -428 -430 0
348 430 -431 0
348 -430 -431 0
-348 430 -431 0
-348 -430 431 0
348 430 -432 0
348 -430 432 0
-348 430 432 0
-348 -430 -432 0
429 431 -433 0
429 -431 433 0
-429 431 433 0
-429 -431 -433 0
3 22 -434 0
3 -22 -434 0
-3 22 -434 0
-3 -22 434 0
359 434 -435 0
359 -434 -435 0
-359 434 -435 0
-359 -434 435 0
359 434 -436 0
359 -434 436 0
-359 434 436 0
-359 -434 -436 0
354 436 -437 0
354 -436 -437 0
-354 436 -437 0
-354 -436 437 0
354 436 -438 0
354 -436 438 0
-354 436 438 0
-354 -436 -438 0
435 437 -439 0
435 -437 439 0
-435 437 439 0
-435 -437 -439 0
4 22 -440 0
4 -22 -440 0
-4 22 -440 0
-4 -22 440 0
365 440 -441 0
365 -440 -441 0
-365 440 -441 0
-365 -440 441 0
365 440 -442 0
365 -440 442 0
-365 440 442 0
-365 -440 -442 0
360 442 -443 0
360 -442 -443 0
-360 442 -443 0
-360 -442 443 0
360 442 -444 0
360 -442 444 0
-360 442 444 0
-360 -442 -444 0
441 443 -445 0
441 -443 445 0
-441 443 445 0
-441 -443 -445 0
5 22 -446 0
5 -22 -446 0
-5 22 -446 0
-5 -22 446 0
371 446 -447 0
371 -446 -447 0
-371 446 -447 0
-371 -446 447 0
371 446 -448 0
371 -446 448 0
-371 446 448 0
-371 -446 -448 0
366 448 -449 0
366 -448 -449 0
-366 448 -449 0
-366 -448 449 0
366 448 -450 0
366 -448 450 0
-366 448 450 0
-366 -448 -450 0
447 449 -451 0
447 -449 451 0
-447 449 451 0
-447 -449 -451 0
6 22 -452 0
6 -22 -452 0
-6 22 -452 0
-6 -22 452 0
377 452 -453 0
377 -452 -453 0
-377 452 -453 0
-377 -452 453 0
377 452 -454 0
377 -452 454 0
-377 452 454 0
-377 -452 -454 0
372 454 -455 0
372 -454 -455 0
-372 454 -455 0
-372 -454 455 0
372 454 -456 0
372 -454 456 0
-372 454 456 0
-372 -454 -456 0
453 455 -457 0
453 -455 457 0
-453 455 457 0
-453 -455 -457 0
7 22 -458 0
7 -22 -458 0
-7 22 -458 0
-7 -22 458 0
383 458 -459 0
383 -458 -459 0
-383 458 -459 0
-383 -458 459 0
383 458 -460 0
383 -458 460 0
-383 458 460 0
-383 -458 -460 0
378 460 -461 0
378 -460 -461 0
-378 460 -461 0
-378 -460 461 0
378 460 -462 0
378 -460 462 0
-378 460 462 0
-378 -460 -462 0
459 461 -463 0
459 -461 463 0
-459 461 463 0
-459 -461 -463 0
8 22 -464 0
8 -22 -464 0
-8 22 -464 0
-8 -22 464 0
389 464 -465 0
389 -464 -465 0
-389 464 -465 0
-389 -464 465 0
389 464 -466 0
389 -464 466 0
-389 464 466 0
-389 -464 -466 0
384 466 -467 0
384 -466 -467 0
-384 466 -467 0
-384 -466 467 0
384 466 -468 0
384 -466 468 0
-384 466 468 0
-384 -466 -468 0
465 467 -469 0
465 -467 469 0
-465 467 469 0
-465 -467 -469 0
9 22 -470 0
9 -22 -470 0
-9 22 -470 0
-9 -22 470 0
395 470 -471 0
395 -470 -471 0
-395 470 -471 0
-395 -470 471 0
395 470 -472 0
395 -470 472 0
-395 470 472 0
-395 -470 -472 0
390 472 -473 0
390 -472 -473 0
-390 472 -473 0
-390 -472 473 0
390 472 -474 0
390 -472 474 0
-390 472 474 0
-390 -472 -474 0
471 473 -475 0
471 -473 475 0
-471 473 475 0
-471 -473 -475 0
10 22 -476 0
10 -22 -476 0
-10 22 -476 0
-10 -22 476 0
401 476 -477 0
401 -476 -477 0
-401 476 -477 0
-401 -476 477 0
401 476 -478 0
401 -476 478 0
-401 476 478 0
-401 -476 -478 0
396 478 -479 0
396 -478 -479 0
-396 478 -479 0
-396 -478 479 0
396 478 -480 0
396 -478 480 0
-396 478 480 0
-396 -478 -480 0
477 479 -481 0
477 -479 481 0
-477 479 481 0
-477 -479 -481 0
11 22 -482 0
11 -22 -482 0
-11 22 -482 0
-11 -22 482 0
407 482 -483 0
407 -482 -483 0
-407 482 -483 0
-407 -482 483 0
407 482 -484 0
407 -482 484 0
-407 482 484 0
-407 -482 -484 0
402 484 -485 0
402 -484 -485 0
-402 484 -485 0
-402 -484 485 0
402 484 -486 0
402 -484 486 0
-402 484 486 0
-402 -484 -486 0
483 485 -487 0
483 -485 487 0
-483 485 487 0
-483 -485 -487 0
12 22 -488 0
12 -22 -488 0
-12 22 -488 0
-12 -22 488 0
413 488 -489 0
413 -488 -489 0
-413 488 -489 0
-413 -488 489 0
413 488 -490 0
413 -488 490 0
-413 488 490 0
-413 -488 -490 0
408 490 -491 0
408 -490 -491 0
-408 490 -491 0
-408 -490 491 0
408 490 -492 0
408 -490 492 0
-408 490 492 0
-408 -490 -492 0
489 491 -493 0
489 -491 493 0
-489 491 493 0
-489 -491 -493 0
13 22 -494 0
13 -22 -494 0
-13 22 -494 0
-13 -22 494 0
419 494 -495 0
419 -494 -495 0
-419 494 -495 0
-419 -494 495 0
419 494 -496 0
419 -494 496 0
-419 494 496 0
-419 -494 -496 0
414 496 -497 0
414 -496 -497 0
-414 496 -497 0
-414 -496 497 0
414 496 -498 0
414 -496 498 0
-414 496 498 0
-414 -496 -498 0
495 497 -499 0
495 -497 499 0
-495 497 499 0
-495 -497 -499 0
14 22 -500 0
14 -22 -500 0
-14 22 -500 0
-14 -22 500 0
421 500 -501 0
421 -500 -501 0
-421 500 -501 0
-421 -500 501 0
421 500 -502 0
421 -500 502 0
-421 500 502 0
-421 -500 -502 0
420 502 -503 0
420 -502 -503 0
-420 502 -503 0
-420 -502 503 0
420 502 -504 0
420 -502 504 0
-420 502 504 0
-420 -502 -504 0
501 503 -505 0
501 -503 505 0
-501 503 505 0
-501 -503 -505 0
15 22 -506 0
15 -22 -506 0
-15 22 -506 0
-15 -22 506 0
1 23 -507 0
1 -23 -507 0
-1 23 -507 0
-1 -23 507 0
432 507 -508 0
432 -507 -508 0
-432 507 -508 0
-432 -507 508 0
432 507 -509 0
432 -507 509 0
-432 507 509 0
-432 -507 -509 0
427 509 -510 0
427 -509 -510 0
-427 509 -510 0
-427 -509 510 0
427 509 -511 0
427 -509 511 0
-427 509 511 0
-427 -509 -511 0
508 510 -512 0
508 -510 512 0
-508 510 512 0
-508 -510 -512 0
2 23 -513 0
2 -23 -513 0
-2 23 -513 0
-2 -23 513 0
438 513 -514 0
438 -513 -514 0
-438 513 -514 0
-438 -513 514 0
438 513 -515 0
438 -513 515 0
-438 513 515 0
-438 -513 -515 0
433 515 -516 0
433 -515 -516 0
-433 515 -516 0
-433 -515 516 0
433 515 -517 0
433 -515 517 0
-433 515 517 0
-433 -515 -517 0
514 516 -518 0
514 -516 518 0
-514 516 518 0
-514 -516 -518 0
3 23 -519 0
3 -23 -519 0
-3 23 -519 0
-3 -23 519 0
444 519 -520 0
444 -519 -520 0
-444 519 -520 0
-444 -519 520 0
444 519 -521 0
444 -519 521 0
-444 519 521 0
-444 -519 -521 0
439 521 -522 0
439 -521 -522 0
-439 521 -522 0
-439 -521 522 0
439 521 -523 0
439 -521 523 0
-439 521 523 0
-439 -521 -523 0
520 522 -524 0
520 -522 524 0
-520 522 524 0
-520 -522 -524 0
4 23 -525 0
4 -23 -525 0
-4 23 -525 0
-4 -23 525 0
450 525 -526 0
450 -525 -526 0
-450 525 -526 0
-450 -525 526 0
450 525 -527 0
450 -525 527 0
-450 525 527 0
-450 -525 -527 0
445 527 -528 0
445 -527 -528 0
-445 527 -528 0
-445 -527 528 0
445 527 -529 0
445 -527 529 0
-445 527 529 0
-445 -527 -529 0
526 528 -530 0
526 -528 530 0
-526 528 530 0
-526 -528 -530 0
5 23 -531 0
5 -23 -531 0
-5 23 -531 0
-5 -23 531 0
456 531 -532 0
456 -531 -532 0
-456 531 -532 0
-456 -531 532 0
456 531 -533 0
456 -531 533 0
-456 531 533 0
-456 -531 -533 0
451 533 -534 0
451 -533 -534 0
-451 533 -534 0
-451 -533 534 0
451 533 -535 0
451 -533 535 0
-451 533 535 0
-451 -533 -535 0
532 534 -536 0
532 -534 536 0
-532 534 536 0
-532 -534 -536 0
6 23 -537 0
6 -23 -537 0
-6 23 -537 0
-6 -23 537 0
462 537 -538 0
462 -537 -538 0
-462 537 -538 0
-462 -537 538 0
462 537 -539 0
462 -537 539 0
-462 537 539 0
-462 -537 -539 0
457 539 -540 0
457 -539 -540 0
-457 539 -540 0
-457 -539 540 0
457 539 -541 0
457 -539 541 0
-457 539 541 0
-457 -539 -541 0
538 540 -542 0
538 -540 542 0
-538 540 542 0
-538 -540 -542 0
7 23 -543 0
7 -23 -543 0
-7 23 -543 0
-7 -23 543 0
468 543 -544 0
468 -543 -544 0
-468 543 -544 0
-468 -543 544 0
468 543 -545 0
468 -543 545 0
-468 543 545 0
-468 -543 -545 0
463 545 -546 0
463 -545 -546 0
-463 545 -546 0
-463 -545 546 0
463 545 -547 0
463 -545 547 0
-463 545 547 0
-463 -545 -547 0
544 546 -548 0
544 -546 548 0
-544 546 548 0
-544 -546 -548 0
8 23 -549 0
8 -23 -549 0
-8 23 -549 0
-8 -23 549 0
474 549 -550 0
474 -549 -550 0
-474 549 -550 0
-474 -549 550 0
474 549 -551 0
474 -549 551 0
-474 549 551 0
-474 -549 -551 0
469 551 -552 0
469 -551 -552 0
-469 551 -552 0
-469 -551 552 0
469 551 -553 0
469 -551 553 0
-469 551 553 0
-469 -551 -553 0
550 552 -554 0
550 -552 554 0
-550 552 554 0
-550 -552 -554 0
9 23 -555 0
9 -23 -555 0
-9 23 -555 0
-9 -23 555 0
480 555 -556 0
480 -555 -556 0
-480 555 -556 0
-480 -555 556 0
480 555 -557 0
480 -555 557 0
-480 555 557 0
-480 -555 -557 0
475 557 -558 0
475 -557 -558 0
-475 557 -558 0
-475 -557 558 0
475 557 -559 0
475 -557 559 0
-475 557 559 0
-475 -557 -559 0
556 558 -560 0
556 -558 560 0
-556 558 560 0
-556 -558 -560 0
10 23 -561 0
10 -23 -561 0
-10 23 -561 0
-10 -23 561 0
486 561 -562 0
486 -561 -562 0
-486 561 -562 0
-486 -561 562 0
486 561 -563 0
486 -561 563 0
-486 561 563 0
-486 -561 -563 0
481 563 -564 0
481 -563 -564 0
-481 563 -564 0
-481 -563 564 0
481 563 -565 0
481 -563 565 0
-481 563 565 0
-481 -563 -565 0
562 564 -566 0
562 -564 566 0
-562 564 566 0
-562 -564 -566 0
11 23 -567 0
11 -23 -567 0
-11 23 -567 0
-11 -23 567 0
492 567 -568 0
492 -567 -568 0
-492 567 -568 0
-492 -567 568 0
492 567 -569 0
492 -567 569 0
-492 567 569 0
-492 -567 -569 0
487 569 -570 0
487 -569 -570 0
-487 569 -570 0
-487 -569 570 0
487 569 -571 0
487 -569 571 0
-487 569 571 0
-487 -569 -571 0
568 570 -572 0
568 -570 572 0
-568 570 572 0
-568 -570 -572 0
12 23 -573 0
12 -23 -573 0
-12 23 -573 0
-12 -23 573 0
498 573 -574 0
498 -573 -574 0
-498 573 -574 0
-498 -573 574 0
498 573 -575 0
498 -573 575 0
-498 573 575 0
-498 -573 -575 0
493 575 -576 0
493 -575 -576 0
-493 575 -576 0
-493 -575 576 0
493 575 -577 0
493 -575 577 0
-493 575 577 0
-493 -575 -577 0
574 576 -578 0
574 -576 578 0
-574 576 578 0
-574 -576 -578 0
13 23 -579 0
13 -23 -579 0
-13 23 -579 0
-13 -23 579 0
504 579 -580 0
504 -579 -580 0
-504 579 -580 0
-504 -579 580 0
504 579 -581 0
504 -579 581 0
-504 579 581 0
-504 -579 -581 0
499 581 -582 0
499 -581 -582 0
-499 581 -582 0
-499 -581 582 0
499 581 -583 0
499 -581 583 0
-499 581 583 0
-499 -581 -583 0
580 582 -584 0
580 -582 584 0
-580 582 584 0
-580 -582 -584 0
14 23 -585 0
14 -23 -585 0
-14 23 -585 0
-14 -23 585 0
506 585 -586 0
506 -585 -586 0
-506 585 -586 0
-506 -585 586 0
506 585 -587 0
506 -585 587 0
-506 585 587 0
-506 -585 -587 0
505 587 -588 0
505 -587 -588 0
-505 587 -588 0
-505 -587 588 0
505 587 -589 0
505 -587 589 0
-505 587 589 0
-505 -587 -589 0
586 588 -590 0
586 -588 590 0
-586 588 590 0
-586 -588 -590 0
15 23 -591 0
15 -23 -591 0
-15 23 -591 0
-15 -23 591 0
512 517 -592 0
512 -517 -592 0
-512 517 -592 0
-512 -517 592 0
512 517 -593 0
512 -517 593 0
-512 517 593 0
-512 -517 -593 0
518 523 -594 0
518 -523 -594 0
-518 523 -594 0
-518 -523 594 0
518 523 -595 0
518 -523 595 0
-518 523 595 0
-518 -523 -595 0
592 595 -596 0
592 -595 -596 0
-592 595 -596 0
-592 -595 596 0
592 595 -597 0
592 -595 597 0
-592 595 597 0
-592 -595 -597 0
594 596 -598 0
594 -596 598 0
-594 596 598 0
-594 -596 -598 0
524 529 -599 0
524 -529 -599 0
-524 529 -599 0
-524 -529 599 0
524 529 -600 0
524 -529 600 0
-524 529 600 0
-524 -529 -600 0
598 600 -601 0
598 -600 -601 0
-598 600 -601 0
-598 -600 601 0
598 600 -602 0
598 -600 602 0
-598 600 602 0
-598 -600 -602 0
599 601 -603 0
599 -601 603 0
-599 601 603 0
-599 -601 -603 0
530 535 -604 0
530 -535 -604 0
-530 535 -604 0
-530 -535 604 0
530 535 -605 0
530 -535 605 0
-530 535 605 0
-530 -535 -605 0
603 605 -606 0
603 -605 -606 0
-603 605 -606 0
-603 -605 606 0
603 605 -607 0
603 -605 607 0
-603 605 607 0
-603 -605 -607 0
604 606 -608 0
604 -606 608 0
-604 606 608 0
-604 -606 -608 0
536 541 -609 0
536 -541 -609 0
-536 541 -609 0
-536 -541 609 0
536 541 -610 0
536 -541 610 0
-536 541 610 0
-536 -541 -610 0
608 610 -611 0
608 -610 -611 0
-608 610 -611 0
-608 -610 611 0
608 610 -612 0
608 -610 612 0
-608 610 612 0
-608 -610 -612 0
609 611 -613 0
609 -611 613 0
-609 611 613 0
-609 -611 -613 0
542 547 -614 0
542 -547 -614 0
-542 547 -614 0
-542 -547 614 0
542 547 -615 0
542 -547 615 0
-542 547 615 0
-542 -547 -615 0
613 615 -616 0
613 -615 -616 0
-613 615 -616 0
-613 -615 616 0
613 615 -617 0
613 -615 617 0
-613 615 617 0
-613 -615 -617 0
614 616 -618 0
614 -616 618 0
-614 616 618 0
-614 -616 -618 0
548 553 -619 0
548 -553 -619 0
-548 553 -619 0
-548 -553 619 0
548 553 -620 0
548 -553 620 0
-548 553 620 0
-548 -553 -620 0
618 620 -621 0
618 -620 -621 0
-618 620 -621 0
-618 -620 621 0
618 620 -622 0
618 -620 622 0
-618 620 622 0
-618 -620 -622 0
619 621 -623 0
619 -621 623 0
-619 621 623 0
-619 -621 -623 0
554 559 -624 0
554 -559 -624 0
-554 559 -624 0
-554 -559 624 0
554 559 -625 0
554 -559 625 0
-554 559 625 0
-554 -559 -625 0
623 625 -626 0
623 -625 -626 0
-623 625 -626 0
-623 -625 626 0
623 625 -627 0
623 -625 627 0
-623 625 627 0
-623 -625 -627 0
624 626 -628 0
624 -626 628 0
-624 626 628 0
-624 -626 -628 0
560 565 -629 0
560 -565 -629 0
-560 565 -629 0
-560 -565 629 0
560 565 -630 0
560 -565 630 0
-560 565 630 0
-560 -565 -630 0
628 630 -631 0
628 -630 -631 0
-628 630 -631 0
-628 -630 631 0
628 630 -632 0
628 -630 632 0
-628 630 632 0
-628 -630 -632 0
629 631 -633 0
629 -631 633 0
-629 631 633 0
-629 -631 -633 0
566 571 -634 0
566 -571 -634 0
-566 571 -634 0
-566 -571 634 0
566 571 -635 0
566 -571 635 0
-566 571 635 0
-566 -571 -635 0
633 635 -636 0
633 -635 -636 0
-633 635 -636 0
-633 -635 636 0
633 635 -637 0
633 -635 637 0
-633 635 637 0
-633 -635 -637 0
634 636 -638 0
634 -636 638 0
-634 636 638 0
-634 -636 -638 0
572 577 -639 0
572 -577 -639 0
-572 577 -639 0
-572 -577 639 0
572 577 -640 0
572 -577 640 0
-572 577 640 0
-572 -577 -640 0
638 640 -641 0
638 -640 -641 0
-638 640 -641 0
-638 -640 641 0
638 640 -642 0
638 -640 642 0
-638 640 642 0
-638 -640 -642 0
639 641 -643 0
639 -641 643 0
-639 641 643 0
-639 -641 -643 0
578 583 -644 0
578 -583 -644 0
-578 583 -644 0
-578 -583 644 0
578 583 -645 0
578 -583 645 0
-578 583 645 0
-578 -583 -645 0
643 645 -646 0
643 -645 -646 0
-643 645 -646 0
-643 -645 646 0
643 645 -647 0
643 -645 647 0
-643 645 647 0
-643 -645 -647 0
644 646 -648 0
644 -646 648 0
-644 646 648 0
-644 -646 -648 0
584 589 -649 0
584 -589 -649 0
-584 589 -649 0
-584 -589 649 0
584 589 -650 0
584 -589 650 0
-584 589 650 0
-584 -589 -650 0
648 650 -651 0
648 -650 -651 0
-648 650 -651 0
-648 -650 651 0
648 650 -652 0
648 -650 652 0
-648 650 652 0
-648 -650 -652 0
649 651 -653 0
649 -651 653 0
-649 651 653 0
-649 -651 -653 0
590 591 -654 0
590 -591 -654 0
-590 591 -654 0
-590 -591 654 0
590 591 -655 0
590 -591 655 0
-590 591 655 0
-590 -591 -655 0
653 655 -656 0
653 -655 -656 0
-653 655 -656 0
-653 -655 656 0
653 655 -657 0
653 -655 657 0
-653 655 657 0
-653 -655 -657 0
654 656 -658 0
654 -656 658 0
-654 656 658 0
-654 -656 -658 0
