p cnf 1591 79614
-95 -99 771 0
-118 -122 793 0
-141 -145 815 0
-164 -168 837 0
-187 -191 859 0
-210 -214 881 0
-3 -7 687 0
-26 -30 709 0
-49 -53 731 0
-72 -76 753 0
-95 -99 775 0
-118 -122 797 0
-141 -145 819 0
-164 -168 841 0
-187 -191 863 0
-210 -214 885 0
-3 -7 688 0
-26 -30 710 0
-49 -53 732 0
-72 -76 754 0
-95 -99 776 0
-118 -122 798 0
-141 -145 820 0
-164 -168 842 0
-187 -191 864 0
-210 -214 886 0
-3 -8 682 0
-26 -31 704 0
-49 -54 726 0
-72 -77 748 0
-95 -100 770 0
-118 -123 792 0
-141 -146 814 0
-164 -169 836 0
-187 -192 858 0
-210 -215 880 0
-3 -8 683 0
-26 -31 705 0
-49 -54 727 0
-72 -77 749 0
-95 -100 771 0
-118 -123 793 0
-141 -146 815 0
-164 -169 837 0
-187 -192 859 0
-210 -215 881 0
-3 -8 687 0
-26 -31 709 0
-49 -54 731 0
-72 -77 753 0
-95 -100 775 0
-118 -123 797 0
-141 -146 819 0
-164 -169 841 0
-187 -192 863 0
-210 -215 885 0
-3 -8 688 0
-26 -31 710 0
-49 -54 732 0
-72 -77 754 0
-95 -100 776 0
-118 -123 798 0
-141 -146 820 0
-164 -169 842 0
-187 -192 864 0
-210 -215 886 0
-3 -8 689 0
-26 -31 711 0
-49 -54 733 0
-72 -77 755 0
-95 -100 777 0
-118 -123 799 0
-141 -146 821 0
-164 -169 843 0
-187 -192 865 0
-210 -215 887 0
-3 -8 690 0
-26 -31 712 0
-49 -54 734 0
-72 -77 756 0
-95 -100 778 0
-118 -123 800 0
-141 -146 822 0
-164 -169 844 0
-187 -192 866 0
-210 -215 888 0
-3 -8 691 0
-26 -31 713 0
-49 -54 735 0
-72 -77 757 0
-95 -100 779 0
-118 -123 801 0
-141 -146 823 0
-164 -169 845 0
-187 -192 867 0
-210 -215 889 0
-3 -9 682 0
-26 -32 704 0
-49 -55 726 0
-72 -78 748 0
-95 -101 770 0
-118 -124 792 0
-141 -147 814 0
-164 -170 836 0
-187 -193 858 0
-210 -216 880 0
-3 -9 683 0
-26 -32 705 0
-49 -55 727 0
-72 -78 749 0
-95 -101 771 0
-118 -124 793 0
-141 -147 815 0
-164 -170 837 0
-187 -193 859 0
-210 -216 881 0
-3 -9 687 0
-26 -32 709 0
-49 -55 731 0
-72 -78 753 0
-95 -101 775 0
-118 -124 797 0
-141 -147 819 0
-164 -170 841 0
-187 -193 863 0
-210 -216 885 0
-3 -9 688 0
-26 -32 710 0
-49 -55 732 0
-72 -78 754 0
-95 -101 776 0
-118 -124 798 0
-141 -147 820 0
-164 -170 842 0
-187 -193 864 0
-210 -216 886 0
-3 -9 689 0
-26 -32 711 0
-49 -55 733 0
-72 -78 755 0
-95 -101 777 0
-118 -124 799 0
-141 -147 821 0
-164 -170 843 0
-187 -193 865 0
-210 -216 887 0
-3 -9 690 0
-26 -32 712 0
-49 -55 734 0
-72 -78 756 0
-95 -101 778 0
-118 -124 800 0
-141 -147 822 0
-164 -170 844 0
-187 -193 866 0
-210 -216 888 0
-3 -10 682 0
-26 -33 704 0
-49 -56 726 0
-72 -79 748 0
-95 -102 770 0
-118 -125 792 0
-141 -148 814 0
-164 -171 836 0
-187 -194 858 0
-210 -217 880 0
-3 -10 683 0
-26 -33 705 0
-49 -56 727 0
-72 -79 749 0
-95 -102 771 0
-118 -125 793 0
-141 -148 815 0
-164 -171 837 0
-187 -194 859 0
-210 -217 881 0
-3 -10 687 0
-26 -33 709 0
-49 -56 731 0
-72 -79 753 0
-95 -102 775 0
-118 -125 797 0
-141 -148 819 0
-164 -171 841 0
-187 -194 863 0
-210 -217 885 0
-3 -10 688 0
-26 -33 710 0
-49 -56 732 0
-72 -79 754 0
-95 -102 776 0
-118 -125 798 0
-141 -148 820 0
-164 -171 842 0
-187 -194 864 0
-210 -217 886 0
-3 -10 689 0
-26 -33 711 0
-49 -56 733 0
-72 -79 755 0
-95 -102 777 0
-118 -125 799 0
-141 -148 821 0
-164 -171 843 0
-187 -194 865 0
-210 -217 887 0
-3 -10 690 0
-26 -33 712 0
-49 -56 734 0
-72 -79 756 0
-95 -102 778 0
-118 -125 800 0
-141 -148 822 0
-164 -171 844 0
-187 -194 866 0
-210 -217 888 0
-3 -10 691 0
-26 -33 713 0
-49 -56 735 0
-72 -79 757 0
-95 -102 779 0
-118 -125 801 0
-141 -148 823 0
-164 -171 845 0
-187 -194 867 0
-210 -217 889 0
-3 -10 692 0
-26 -33 714 0
-49 -56 736 0
-72 -79 758 0
-95 -102 780 0
-118 -125 802 0
-141 -148 824 0
-164 -171 846 0
-187 -194 868 0
-210 -217 890 0
-3 -10 693 0
-26 -33 715 0
-49 -56 737 0
-72 -79 759 0
-95 -102 781 0
-118 -125 803 0
-141 -148 825 0
-164 -171 847 0
-187 -194 869 0
-210 -217 891 0
-3 -10 694 0
-26 -33 716 0
-49 -56 738 0
-72 -79 760 0
-95 -102 782 0
-118 -125 804 0
-141 -148 826 0
-164 -171 848 0
-187 -194 870 0
-210 -217 892 0
-3 -11 682 0
-26 -34 704 0
-49 -57 726 0
-72 -80 748 0
-95 -103 770 0
-118 -126 792 0
-141 -149 814 0
-164 -172 836 0
-187 -195 858 0
-210 -218 880 0
-3 -11 683 0
-26 -34 705 0
-49 -57 727 0
-72 -80 749 0
-95 -103 771 0
-118 -126 793 0
-141 -149 815 0
-164 -172 837 0
-187 -195 859 0
-210 -218 881 0
-3 -11 687 0
-26 -34 709 0
-49 -57 731 0
-72 -80 753 0
-95 -103 775 0
-118 -126 797 0
-141 -149 819 0
-164 -172 841 0
-187 -195 863 0
-210 -218 885 0
-3 -11 688 0
-26 -34 710 0
-49 -57 732 0
-72 -80 754 0
-95 -103 776 0
-118 -126 798 0
-141 -149 820 0
-164 -172 842 0
-187 -195 864 0
-210 -218 886 0
-3 -11 689 0
-26 -34 711 0
-49 -57 733 0
-72 -80 755 0
-95 -103 777 0
-118 -126 799 0
-141 -149 821 0
-164 -172 843 0
-187 -195 865 0
-210 -218 887 0
-3 -11 690 0
-26 -34 712 0
-49 -57 734 0
-72 -80 756 0
-95 -103 778 0
-118 -126 800 0
-141 -149 822 0
-164 -172 844 0
-187 -195 866 0
-210 -218 888 0
-3 -11 691 0
-26 -34 713 0
-49 -57 735 0
-72 -80 757 0
-95 -103 779 0
-118 -126 801 0
-141 -149 823 0
-164 -172 845 0
-187 -195 867 0
-210 -218 889 0
-3 -11 692 0
-26 -34 714 0
-49 -57 736 0
-72 -80 758 0
-95 -103 780 0
-118 -126 802 0
-141 -149 824 0
-164 -172 846 0
-187 -195 868 0
-210 -218 890 0
-3 -12 682 0
-26 -35 704 0
-49 -58 726 0
-72 -81 748 0
-95 -104 770 0
-118 -127 792 0
-141 -150 814 0
-164 -173 836 0
-187 -196 858 0
-210 -219 880 0
-3 -12 683 0
-26 -35 705 0
-49 -58 727 0
-72 -81 749 0
-95 -104 771 0
-118 -127 793 0
-141 -150 815 0
-164 -173 837 0
-187 -196 859 0
-210 -219 881 0
-3 -12 687 0
-26 -35 709 0
-49 -58 731 0
-72 -81 753 0
-95 -104 775 0
-118 -127 797 0
-141 -150 819 0
-164 -173 841 0
-187 -196 863 0
-210 -219 885 0
-3 -12 688 0
-26 -35 710 0
-49 -58 732 0
-72 -81 754 0
-95 -104 776 0
-118 -127 798 0
-141 -150 820 0
-164 -173 842 0
-187 -196 864 0
-210 -219 886 0
-3 -12 689 0
-26 -35 711 0
-49 -58 733 0
-72 -81 755 0
-95 -104 777 0
-118 -127 799 0
-141 -150 821 0
-164 -173 843 0
-187 -196 865 0
-210 -219 887 0
-3 -12 690 0
-26 -35 712 0
-49 -58 734 0
-72 -81 756 0
-95 -104 778 0
-118 -127 800 0
-141 -150 822 0
-164 -173 844 0
-187 -196 866 0
-210 -219 888 0
-3 -12 691 0
-26 -35 713 0
-49 -58 735 0
-72 -81 757 0
-95 -104 779 0
-118 -127 801 0
-141 -150 823 0
-164 -173 845 0
-187 -196 867 0
-210 -219 889 0
-3 -12 692 0
-26 -35 714 0
-49 -58 736 0
-72 -81 758 0
-95 -104 780 0
-118 -127 802 0
-141 -150 824 0
-164 -173 846 0
-187 -196 868 0
-210 -219 890 0
-3 -12 693 0
-26 -35 715 0
-49 -58 737 0
-72 -81 759 0
-95 -104 781 0
-118 -127 803 0
-141 -150 825 0
-164 -173 847 0
-187 -196 869 0
-210 -219 891 0
-3 -12 694 0
-26 -35 716 0
-49 -58 738 0
-72 -81 760 0
-95 -104 782 0
-118 -127 804 0
-141 -150 826 0
-164 -173 848 0
-187 -196 870 0
-210 -219 892 0
-3 -12 695 0
-26 -35 717 0
-49 -58 739 0
-72 -81 761 0
-95 -104 783 0
-118 -127 805 0
-141 -150 827 0
-164 -173 849 0
-187 -196 871 0
-210 -219 893 0
-3 -13 681 0
-26 -36 703 0
-49 -59 725 0
-72 -82 747 0
-95 -105 769 0
-118 -128 791 0
-141 -151 813 0
-164 -174 835 0
-187 -197 857 0
-210 -220 879 0
-3 -13 682 0
-26 -36 704 0
-49 -59 726 0
-72 -82 748 0
-95 -105 770 0
-118 -128 792 0
-141 -151 814 0
-164 -174 836 0
-187 -197 858 0
-210 -220 880 0
-3 -14 682 0
-26 -37 704 0
-49 -60 726 0
-72 -83 748 0
-95 -106 770 0
-118 -129 792 0
-141 -152 814 0
-164 -175 836 0
-187 -198 858 0
-210 -221 880 0
-3 -14 683 0
-26 -37 705 0
-49 -60 727 0
-72 -83 749 0
-95 -106 771 0
-118 -129 793 0
-141 -152 815 0
-164 -175 837 0
-187 -198 859 0
-210 -221 881 0
-3 -14 687 0
-26 -37 709 0
-49 -60 731 0
-72 -83 753 0
-95 -106 775 0
-118 -129 797 0
-141 -152 819 0
-164 -175 841 0
-187 -198 863 0
-210 -221 885 0
-3 -14 688 0
-26 -37 710 0
-49 -60 732 0
-72 -83 754 0
-95 -106 776 0
-118 -129 798 0
-141 -152 820 0
-164 -175 842 0
-187 -198 864 0
-210 -221 886 0
-3 -14 689 0
-26 -37 711 0
-49 -60 733 0
-72 -83 755 0
-95 -106 777 0
-118 -129 799 0
-141 -152 821 0
-164 -175 843 0
-187 -198 865 0
-210 -221 887 0
-3 -14 696 0
-26 -37 718 0
-49 -60 740 0
-72 -83 762 0
-95 -106 784 0
-118 -129 806 0
-141 -152 828 0
-164 -175 850 0
-187 -198 872 0
-210 -221 894 0
-3 -15 682 0
-26 -38 704 0
-49 -61 726 0
-72 -84 748 0
-95 -107 770 0
-118 -130 792 0
-141 -153 814 0
-164 -176 836 0
-187 -199 858 0
-210 -222 880 0
-3 -15 683 0
-26 -38 705 0
-49 -61 727 0
-72 -84 749 0
-95 -107 771 0
-118 -130 793 0
-141 -153 815 0
-164 -176 837 0
-187 -199 859 0
-210 -222 881 0
-3 -15 687 0
-26 -38 709 0
-49 -61 731 0
-72 -84 753 0
-95 -107 775 0
-118 -130 797 0
-141 -153 819 0
-164 -176 841 0
-187 -199 863 0
-210 -222 885 0
-3 -15 688 0
-26 -38 710 0
-49 -61 732 0
-72 -84 754 0
-95 -107 776 0
-118 -130 798 0
-141 -153 820 0
-164 -176 842 0
-187 -199 864 0
-210 -222 886 0
-3 -15 689 0
-26 -38 711 0
-49 -61 733 0
-72 -84 755 0
-95 -107 777 0
-118 -130 799 0
-141 -153 821 0
-164 -176 843 0
-187 -199 865 0
-210 -222 887 0
-3 -15 696 0
-26 -38 718 0
-49 -61 740 0
-72 -84 762 0
-95 -107 784 0
-118 -130 806 0
-141 -153 828 0
-164 -176 850 0
-187 -199 872 0
-210 -222 894 0
-3 -15 697 0
-26 -38 719 0
-49 -61 741 0
-72 -84 763 0
-95 -107 785 0
-118 -130 807 0
-141 -153 829 0
-164 -176 851 0
-187 -199 873 0
-210 -222 895 0
-3 -16 682 0
-26 -39 704 0
-49 -62 726 0
-72 -85 748 0
-95 -108 770 0
-118 -131 792 0
-141 -154 814 0
-164 -177 836 0
-187 -200 858 0
-210 -223 880 0
-3 -16 683 0
-26 -39 705 0
-49 -62 727 0
-72 -85 749 0
-95 -108 771 0
-118 -131 793 0
-141 -154 815 0
-164 -177 837 0
-187 -200 859 0
-210 -223 881 0
-3 -16 687 0
-26 -39 709 0
-49 -62 731 0
-72 -85 753 0
-95 -108 775 0
-118 -131 797 0
-141 -154 819 0
-164 -177 841 0
-187 -200 863 0
-210 -223 885 0
-3 -16 688 0
-26 -39 710 0
-49 -62 732 0
-72 -85 754 0
-95 -108 776 0
-118 -131 798 0
-141 -154 820 0
-164 -177 842 0
-187 -200 864 0
-210 -223 886 0
-3 -16 689 0
-26 -39 711 0
-49 -62 733 0
-72 -85 755 0
-95 -108 777 0
-118 -131 799 0
-141 -154 821 0
-164 -177 843 0
-187 -200 865 0
-210 -223 887 0
-3 -16 690 0
-26 -39 712 0
-49 -62 734 0
-72 -85 756 0
-95 -108 778 0
-118 -131 800 0
-141 -154 822 0
-164 -177 844 0
-187 -200 866 0
-210 -223 888 0
-3 -16 691 0
-26 -39 713 0
-49 -62 735 0
-72 -85 757 0
-95 -108 779 0
-118 -131 801 0
-141 -154 823 0
-164 -177 845 0
-187 -200 867 0
-210 -223 889 0
-3 -16 692 0
-26 -39 714 0
-49 -62 736 0
-72 -85 758 0
-95 -108 780 0
-118 -131 802 0
-141 -154 824 0
-164 -177 846 0
-187 -200 868 0
-210 -223 890 0
-3 -16 693 0
-26 -39 715 0
-49 -62 737 0
-72 -85 759 0
-95 -108 781 0
-118 -131 803 0
-141 -154 825 0
-164 -177 847 0
-187 -200 869 0
-210 -223 891 0
-3 -17 682 0
-26 -40 704 0
-49 -63 726 0
-72 -86 748 0
-95 -109 770 0
-118 -132 792 0
-141 -155 814 0
-164 -178 836 0
-187 -201 858 0
-210 -224 880 0
-3 -17 683 0
-26 -40 705 0
-49 -63 727 0
-72 -86 749 0
-95 -109 771 0
-118 -132 793 0
-141 -155 815 0
-164 -178 837 0
-187 -201 859 0
-210 -224 881 0
-3 -17 687 0
-26 -40 709 0
-49 -63 731 0
-72 -86 753 0
-95 -109 775 0
-118 -132 797 0
-141 -155 819 0
-164 -178 841 0
-187 -201 863 0
-210 -224 885 0
-3 -17 688 0
-26 -40 710 0
-49 -63 732 0
-72 -86 754 0
-95 -109 776 0
-118 -132 798 0
-141 -155 820 0
-164 -178 842 0
-187 -201 864 0
-210 -224 886 0
-3 -17 689 0
-26 -40 711 0
-49 -63 733 0
-72 -86 755 0
-95 -109 777 0
-118 -132 799 0
-141 -155 821 0
-164 -178 843 0
-187 -201 865 0
-210 -224 887 0
-3 -17 696 0
-26 -40 718 0
-49 -63 740 0
-72 -86 762 0
-95 -109 784 0
-118 -132 806 0
-141 -155 828 0
-164 -178 850 0
-187 -201 872 0
-210 -224 894 0
-3 -17 697 0
-26 -40 719 0
-49 -63 741 0
-72 -86 763 0
-95 -109 785 0
-118 -132 807 0
-141 -155 829 0
-164 -178 851 0
-187 -201 873 0
-210 -224 895 0
-3 -17 698 0
-26 -40 720 0
-49 -63 742 0
-72 -86 764 0
-95 -109 786 0
-118 -132 808 0
-141 -155 830 0
-164 -178 852 0
-187 -201 874 0
-210 -224 896 0
-3 -18 682 0
-26 -41 704 0
-49 -64 726 0
-72 -87 748 0
-95 -110 770 0
-118 -133 792 0
-141 -156 814 0
-164 -179 836 0
-187 -202 858 0
-210 -225 880 0
-3 -18 683 0
-26 -41 705 0
-49 -64 727 0
-72 -87 749 0
-95 -110 771 0
-118 -133 793 0
-141 -156 815 0
-164 -179 837 0
-187 -202 859 0
-210 -225 881 0
-3 -18 687 0
-26 -41 709 0
-49 -64 731 0
-72 -87 753 0
-95 -110 775 0
-118 -133 797 0
-141 -156 819 0
-164 -179 841 0
-187 -202 863 0
-210 -225 885 0
-3 -18 688 0
-26 -41 710 0
-49 -64 732 0
-72 -87 754 0
-95 -110 776 0
-118 -133 798 0
-141 -156 820 0
-164 -179 842 0
-187 -202 864 0
-210 -225 886 0
-3 -18 689 0
-26 -41 711 0
-49 -64 733 0
-72 -87 755 0
-95 -110 777 0
-118 -133 799 0
-141 -156 821 0
-164 -179 843 0
-187 -202 865 0
-210 -225 887 0
-3 -18 696 0
-26 -41 718 0
-49 -64 740 0
-72 -87 762 0
-95 -110 784 0
-118 -133 806 0
-141 -156 828 0
-164 -179 850 0
-187 -202 872 0
-210 -225 894 0
-3 -18 697 0
-26 -41 719 0
-49 -64 741 0
-72 -87 763 0
-95 -110 785 0
-118 -133 807 0
-141 -156 829 0
-164 -179 851 0
-187 -202 873 0
-210 -225 895 0
-3 -18 698 0
-26 -41 720 0
-49 -64 742 0
-72 -87 764 0
-95 -110 786 0
-118 -133 808 0
-141 -156 830 0
-164 -179 852 0
-187 -202 874 0
-210 -225 896 0
-3 -18 699 0
-26 -41 721 0
-49 -64 743 0
-72 -87 765 0
-95 -110 787 0
-118 -133 809 0
-141 -156 831 0
-164 -179 853 0
-187 -202 875 0
-210 -225 897 0
-3 -19 682 0
-26 -42 704 0
-49 -65 726 0
-72 -88 748 0
-95 -111 770 0
-118 -134 792 0
-141 -157 814 0
-164 -180 836 0
-187 -203 858 0
-210 -226 880 0
-3 -19 683 0
-26 -42 705 0
-49 -65 727 0
-72 -88 749 0
-95 -111 771 0
-118 -134 793 0
-141 -157 815 0
-164 -180 837 0
-187 -203 859 0
-210 -226 881 0
-3 -19 687 0
-26 -42 709 0
-49 -65 731 0
-72 -88 753 0
-95 -111 775 0
-118 -134 797 0
-141 -157 819 0
-164 -180 841 0
-187 -203 863 0
-210 -226 885 0
-3 -19 688 0
-26 -42 710 0
-49 -65 732 0
-72 -88 754 0
-95 -111 776 0
-118 -134 798 0
-141 -157 820 0
-164 -180 842 0
-187 -203 864 0
-210 -226 886 0
-3 -19 689 0
-26 -42 711 0
-49 -65 733 0
-72 -88 755 0
-95 -111 777 0
-118 -134 799 0
-141 -157 821 0
-164 -180 843 0
-187 -203 865 0
-210 -226 887 0
-3 -19 696 0
-26 -42 718 0
-49 -65 740 0
-72 -88 762 0
-95 -111 784 0
-118 -134 806 0
-141 -157 828 0
-164 -180 850 0
-187 -203 872 0
-210 -226 894 0
-3 -19 697 0
-26 -42 719 0
-49 -65 741 0
-72 -88 763 0
-95 -111 785 0
-118 -134 807 0
-141 -157 829 0
-164 -180 851 0
-187 -203 873 0
-210 -226 895 0
-3 -19 698 0
-26 -42 720 0
-49 -65 742 0
-72 -88 764 0
-95 -111 786 0
-118 -134 808 0
-141 -157 830 0
-164 -180 852 0
-187 -203 874 0
-210 -226 896 0
-3 -19 699 0
-26 -42 721 0
-49 -65 743 0
-72 -88 765 0
-95 -111 787 0
-118 -134 809 0
-141 -157 831 0
-164 -180 853 0
-187 -203 875 0
-210 -226 897 0
-3 -19 700 0
-26 -42 722 0
-49 -65 744 0
-72 -88 766 0
-95 -111 788 0
-118 -134 810 0
-141 -157 832 0
-164 -180 854 0
-187 -203 876 0
-210 -226 898 0
-3 -19 701 0
-26 -42 723 0
-49 -65 745 0
-72 -88 767 0
-95 -111 789 0
-118 -134 811 0
-141 -157 833 0
-164 -180 855 0
-187 -203 877 0
-210 -226 899 0
-3 -20 682 0
-26 -43 704 0
-49 -66 726 0
-72 -89 748 0
-95 -112 770 0
-118 -135 792 0
-141 -158 814 0
-164 -181 836 0
-187 -204 858 0
-210 -227 880 0
-3 -20 683 0
-26 -43 705 0
-49 -66 727 0
-72 -89 749 0
-95 -112 771 0
-118 -135 793 0
-141 -158 815 0
-164 -181 837 0
-187 -204 859 0
-210 -227 881 0
-3 -20 687 0
-26 -43 709 0
-49 -66 731 0
-72 -89 753 0
-95 -112 775 0
-118 -135 797 0
-141 -158 819 0
-164 -181 841 0
-187 -204 863 0
-210 -227 885 0
-3 -20 688 0
-26 -43 710 0
-49 -66 732 0
-72 -89 754 0
-95 -112 776 0
-118 -135 798 0
-141 -158 820 0
-164 -181 842 0
-187 -204 864 0
-210 -227 886 0
-3 -20 689 0
-26 -43 711 0
-49 -66 733 0
-72 -89 755 0
-95 -112 777 0
-118 -135 799 0
-141 -158 821 0
-164 -181 843 0
-187 -204 865 0
-210 -227 887 0
-3 -20 696 0
-26 -43 718 0
-49 -66 740 0
-72 -89 762 0
-95 -112 784 0
-118 -135 806 0
-141 -158 828 0
-164 -181 850 0
-187 -204 872 0
-210 -227 894 0
-3 -20 697 0
-26 -43 719 0
-49 -66 741 0
-72 -89 763 0
-95 -112 785 0
-118 -135 807 0
-141 -158 829 0
-164 -181 851 0
-187 -204 873 0
-210 -227 895 0
-3 -20 698 0
-26 -43 720 0
-49 -66 742 0
-72 -89 764 0
-95 -112 786 0
-118 -135 808 0
-141 -158 830 0
-164 -181 852 0
-187 -204 874 0
-210 -227 896 0
-3 -20 699 0
-26 -43 721 0
-49 -66 743 0
-72 -89 765 0
-95 -112 787 0
-118 -135 809 0
-141 -158 831 0
-164 -181 853 0
-187 -204 875 0
-210 -227 897 0
-3 -20 700 0
-26 -43 722 0
-49 -66 744 0
-72 -89 766 0
-95 -112 788 0
-118 -135 810 0
-141 -158 832 0
-164 -181 854 0
-187 -204 876 0
-210 -227 898 0
-3 -20 701 0
-26 -43 723 0
-49 -66 745 0
-72 -89 767 0
-95 -112 789 0
-118 -135 811 0
-141 -158 833 0
-164 -181 855 0
-187 -204 877 0
-210 -227 899 0
-3 -21 682 0
-26 -44 704 0
-49 -67 726 0
-72 -90 748 0
-95 -113 770 0
-118 -136 792 0
-141 -159 814 0
-164 -182 836 0
-187 -205 858 0
-210 -228 880 0
-3 -21 683 0
-26 -44 705 0
-49 -67 727 0
-72 -90 749 0
-95 -113 771 0
-118 -136 793 0
-141 -159 815 0
-164 -182 837 0
-187 -205 859 0
-210 -228 881 0
-3 -21 687 0
-26 -44 709 0
-49 -67 731 0
-72 -90 753 0
-95 -113 775 0
-118 -136 797 0
-141 -159 819 0
-164 -182 841 0
-187 -205 863 0
-210 -228 885 0
-3 -21 688 0
-26 -44 710 0
-49 -67 732 0
-72 -90 754 0
-95 -113 776 0
-118 -136 798 0
-141 -159 820 0
-164 -182 842 0
-187 -205 864 0
-210 -228 886 0
-3 -21 689 0
-26 -44 711 0
-49 -67 733 0
-72 -90 755 0
-95 -113 777 0
-118 -136 799 0
-141 -159 821 0
-164 -182 843 0
-187 -205 865 0
-210 -228 887 0
-3 -21 696 0
-26 -44 718 0
-49 -67 740 0
-72 -90 762 0
-95 -113 784 0
-118 -136 806 0
-141 -159 828 0
-164 -182 850 0
-187 -205 872 0
-210 -228 894 0
-3 -21 697 0
-26 -44 719 0
-49 -67 741 0
-72 -90 763 0
-95 -113 785 0
-118 -136 807 0
-141 -159 829 0
-164 -182 851 0
-187 -205 873 0
-210 -228 895 0
-3 -21 698 0
-26 -44 720 0
-49 -67 742 0
-72 -90 764 0
-95 -113 786 0
-118 -136 808 0
-141 -159 830 0
-164 -182 852 0
-187 -205 874 0
-210 -228 896 0
-3 -21 699 0
-26 -44 721 0
-49 -67 743 0
-72 -90 765 0
-95 -113 787 0
-118 -136 809 0
-141 -159 831 0
-164 -182 853 0
-187 -205 875 0
-210 -228 897 0
-3 -21 700 0
-26 -44 722 0
-49 -67 744 0
-72 -90 766 0
-95 -113 788 0
-118 -136 810 0
-141 -159 832 0
-164 -182 854 0
-187 -205 876 0
-210 -228 898 0
-3 -22 682 0
-26 -45 704 0
-49 -68 726 0
-72 -91 748 0
-95 -114 770 0
-118 -137 792 0
-141 -160 814 0
-164 -183 836 0
-187 -206 858 0
-210 -229 880 0
-3 -22 683 0
-26 -45 705 0
-49 -68 727 0
-72 -91 749 0
-95 -114 771 0
-118 -137 793 0
-141 -160 815 0
-164 -183 837 0
-187 -206 859 0
-210 -229 881 0
-3 -22 687 0
-26 -45 709 0
-49 -68 731 0
-72 -91 753 0
-95 -114 775 0
-118 -137 797 0
-141 -160 819 0
-164 -183 841 0
-187 -206 863 0
-210 -229 885 0
-3 -22 702 0
-26 -45 724 0
-49 -68 746 0
-72 -91 768 0
-95 -114 790 0
-118 -137 812 0
-141 -160 834 0
-164 -183 856 0
-187 -206 878 0
-210 -229 900 0
-3 -23 682 0
-26 -46 704 0
-49 -69 726 0
-72 -92 748 0
-95 -115 770 0
-118 -138 792 0
-141 -161 814 0
-164 -184 836 0
-187 -207 858 0
-210 -230 880 0
-3 -23 683 0
-26 -46 705 0
-49 -69 727 0
-72 -92 749 0
-95 -115 771 0
-118 -138 793 0
-141 -161 815 0
-164 -184 837 0
-187 -207 859 0
-210 -230 881 0
-3 -23 684 0
-26 -46 706 0
-49 -69 728 0
-72 -92 750 0
-95 -115 772 0
-118 -138 794 0
-141 -161 816 0
-164 -184 838 0
-187 -207 860 0
-210 -230 882 0
-3 -23 685 0
-26 -46 707 0
-49 -69 729 0
-72 -92 751 0
-95 -115 773 0
-118 -138 795 0
-141 -161 817 0
-164 -184 839 0
-187 -207 861 0
-210 -230 883 0
-3 -23 686 0
-26 -46 708 0
-49 -69 730 0
-72 -92 752 0
-95 -115 774 0
-118 -138 796 0
-141 -161 818 0
-164 -184 840 0
-187 -207 862 0
-210 -230 884 0
-4 -5 683 0
-27 -28 705 0
-50 -51 727 0
-73 -74 749 0
-96 -97 771 0
-119 -120 793 0
-142 -143 815 0
-165 -166 837 0
-188 -189 859 0
-211 -212 881 0
-4 -5 687 0
-27 -28 709 0
-50 -51 731 0
-73 -74 753 0
-96 -97 775 0
-119 -120 797 0
-142 -143 819 0
-165 -166 841 0
-188 -189 863 0
-211 -212 885 0
-4 -5 684 0
-27 -28 706 0
-50 -51 728 0
-73 -74 750 0
-96 -97 772 0
-119 -120 794 0
-142 -143 816 0
-165 -166 838 0
-188 -189 860 0
-211 -212 882 0
-4 -5 702 0
-27 -28 724 0
-50 -51 746 0
-73 -74 768 0
-96 -97 790 0
-119 -120 812 0
-142 -143 834 0
-165 -166 856 0
-188 -189 878 0
-211 -212 900 0
-4 -6 687 0
-27 -29 709 0
-50 -52 731 0
-73 -75 753 0
-96 -98 775 0
-119 -121 797 0
-142 -144 819 0
-165 -167 841 0
-188 -190 863 0
-211 -213 885 0
-4 -6 702 0
-27 -29 724 0
-50 -52 746 0
-73 -75 768 0
-96 -98 790 0
-119 -121 812 0
-142 -144 834 0
-165 -167 856 0
-188 -190 878 0
-211 -213 900 0
-4 -6 688 0
-27 -29 710 0
-50 -52 732 0
-73 -75 754 0
-96 -98 776 0
-119 -121 798 0
-142 -144 820 0
-165 -167 842 0
-188 -190 864 0
-211 -213 886 0
-4 -6 689 0
-27 -29 711 0
-50 -52 733 0
-73 -75 755 0
-96 -98 777 0
-119 -121 799 0
-142 -144 821 0
-165 -167 843 0
-188 -190 865 0
-211 -213 887 0
-4 -6 690 0
-27 -29 712 0
-50 -52 734 0
-73 -75 756 0
-96 -98 778 0
-119 -121 800 0
-142 -144 822 0
-165 -167 844 0
-188 -190 866 0
-211 -213 888 0
-4 -6 691 0
-27 -29 713 0
-50 -52 735 0
-73 -75 757 0
-96 -98 779 0
-119 -121 801 0
-142 -144 823 0
-165 -167 845 0
-188 -190 867 0
-211 -213 889 0
-4 -6 692 0
-27 -29 714 0
-50 -52 736 0
-73 -75 758 0
-96 -98 780 0
-119 -121 802 0
-142 -144 824 0
-165 -167 846 0
-188 -190 868 0
-211 -213 890 0
-4 -6 693 0
-27 -29 715 0
-50 -52 737 0
-73 -75 759 0
-96 -98 781 0
-119 -121 803 0
-142 -144 825 0
-165 -167 847 0
-188 -190 869 0
-211 -213 891 0
-4 -6 694 0
-27 -29 716 0
-50 -52 738 0
-73 -75 760 0
-96 -98 782 0
-119 -121 804 0
-142 -144 826 0
-165 -167 848 0
-188 -190 870 0
-211 -213 892 0
-4 -6 695 0
-27 -29 717 0
