p cnf 612 2360
-381 -383 -385 0
13 20 -386 0
13 -20 -386 0
-13 20 -386 0
-13 -20 386 0
313 386 -387 0
313 -386 -387 0
-313 386 -387 0
-313 -386 387 0
313 386 -388 0
313 -386 388 0
-313 386 388 0
-313 -386 -388 0
312 388 -389 0
312 -388 -389 0
-312 388 -389 0
-312 -388 389 0
312 388 -390 0
312 -388 390 0
-312 388 390 0
-312 -388 -390 0
387 389 -391 0
387 -389 391 0
-387 389 391 0
-387 -389 -391 0
14 20 -392 0
14 -20 -392 0
-14 20 -392 0
-14 -20 392 0
1 21 -393 0
1 -21 -393 0
-1 21 -393 0
-1 -21 393 0
324 393 -394 0
324 -393 -394 0
-324 393 -394 0
-324 -393 394 0
324 393 -395 0
324 -393 395 0
-324 393 395 0
-324 -393 -395 0
319 395 -396 0
319 -395 -396 0
-319 395 -396 0
-319 -395 396 0
319 395 -397 0
319 -395 397 0
-319 395 397 0
-319 -395 -397 0
394 396 -398 0
394 -396 398 0
-394 396 398 0
-394 -396 -398 0
2 21 -399 0
2 -21 -399 0
-2 21 -399 0
-2 -21 399 0
330 399 -400 0
330 -399 -400 0
-330 399 -400 0
-330 -399 400 0
330 399 -401 0
330 -399 401 0
-330 399 401 0
-330 -399 -401 0
325 401 -402 0
325 -401 -402 0
-325 401 -402 0
-325 -401 402 0
325 401 -403 0
325 -401 403 0
-325 401 403 0
-325 -401 -403 0
400 402 -404 0
400 -402 404 0
-400 402 404 0
-400 -402 -404 0
3 21 -405 0
3 -21 -405 0
-3 21 -405 0
-3 -21 405 0
336 405 -406 0
336 -405 -406 0
-336 405 -406 0
-336 -405 406 0
336 405 -407 0
336 -405 407 0
-336 405 407 0
-336 -405 -407 0
331 407 -408 0
331 -407 -408 0
-331 407 -408 0
-331 -407 408 0
331 407 -409 0
331 -407 409 0
-331 407 409 0
-331 -407 -409 0
406 408 -410 0
406 -408 410 0
-406 408 410 0
-406 -408 -410 0
4 21 -411 0
4 -21 -411 0
-4 21 -411 0
-4 -21 411 0
342 411 -412 0
342 -411 -412 0
-342 411 -412 0
-342 -411 412 0
342 411 -413 0
342 -411 413 0
-342 411 413 0
-342 -411 -413 0
337 413 -414 0
337 -413 -414 0
-337 413 -414 0
-337 -413 414 0
337 413 -415 0
337 -413 415 0
-337 413 415 0
-337 -413 -415 0
412 414 -416 0
412 -414 416 0
-412 414 416 0
-412 -414 -416 0
5 21 -417 0
5 -21 -417 0
-5 21 -417 0
-5 -21 417 0
348 417 -418 0
348 -417 -418 0
-348 417 -418 0
-348 -417 418 0
348 417 -419 0
348 -417 419 0
-348 417 419 0
-348 -417 -419 0
343 419 -420 0
343 -419 -420 0
-343 419 -420 0
-343 -419 420 0
343 419 -421 0
343 -419 421 0
-343 419 421 0
-343 -419 -421 0
418 420 -422 0
418 -420 422 0
-418 420 422 0
-418 -420 -422 0
6 21 -423 0
6 -21 -423 0
-6 21 -423 0
-6 -21 423 0
354 423 -424 0
354 -423 -424 0
-354 423 -424 0
-354 -423 424 0
354 423 -425 0
354 -423 425 0
-354 423 425 0
-354 -423 -425 0
349 425 -426 0
349 -425 -426 0
-349 425 -426 0
-349 -425 426 0
349 425 -427 0
349 -425 427 0
-349 425 427 0
-349 -425 -427 0
424 426 -428 0
424 -426 428 0
-424 426 428 0
-424 -426 -428 0
7 21 -429 0
7 -21 -429 0
-7 21 -429 0
-7 -21 429 0
360 429 -430 0
360 -429 -430 0
-360 429 -430 0
-360 -429 430 0
360 429 -431 0
360 -429 431 0
-360 429 431 0
-360 -429 -431 0
355 431 -432 0
355 -431 -432 0
-355 431 -432 0
-355 -431 432 0
355 431 -433 0
355 -431 433 0
-355 431 433 0
-355 -431 -433 0
430 432 -434 0
430 -432 434 0
-430 432 434 0
-430 -432 -434 0
8 21 -435 0
8 -21 -435 0
-8 21 -435 0
-8 -21 435 0
366 435 -436 0
366 -435 -436 0
-366 435 -436 0
-366 -435 436 0
366 435 -437 0
366 -435 437 0
-366 435 437 0
-366 -435 -437 0
361 437 -438 0
361 -437 -438 0
-361 437 -438 0
-361 -437 438 0
361 437 -439 0
361 -437 439 0
-361 437 439 0
-361 -437 -439 0
436 438 -440 0
436 -438 440 0
-436 438 440 0
-436 -438 -440 0
9 21 -441 0
9 -21 -441 0
-9 21 -441 0
-9 -21 441 0
372 441 -442 0
372 -441 -442 0
-372 441 -442 0
-372 -441 442 0
372 441 -443 0
372 -441 443 0
-372 441 443 0
-372 -441 -443 0
367 443 -444 0
367 -443 -444 0
-367 443 -444 0
-367 -443 444 0
367 443 -445 0
367 -443 445 0
-367 443 445 0
-367 -443 -445 0
442 444 -446 0
442 -444 446 0
-442 444 446 0
-442 -444 -446 0
10 21 -447 0
10 -21 -447 0
-10 21 -447 0
-10 -21 447 0
378 447 -448 0
378 -447 -448 0
-378 447 -448 0
-378 -447 448 0
378 447 -449 0
378 -447 449 0
-378 447 449 0
-378 -447 -449 0
373 449 -450 0
373 -449 -450 0
-373 449 -450 0
-373 -449 450 0
373 449 -451 0
373 -449 451 0
-373 449 451 0
-373 -449 -451 0
448 450 -452 0
448 -450 452 0
-448 450 452 0
-448 -450 -452 0
11 21 -453 0
11 -21 -453 0
-11 21 -453 0
-11 -21 453 0
384 453 -454 0
384 -453 -454 0
-384 453 -454 0
-384 -453 454 0
384 453 -455 0
384 -453 455 0
-384 453 455 0
-384 -453 -455 0
379 455 -456 0
379 -455 -456 0
-379 455 -456 0
-379 -455 456 0
379 455 -457 0
379 -455 457 0
-379 455 457 0
-379 -455 -457 0
454 456 -458 0
454 -456 458 0
-454 456 458 0
-454 -456 -458 0
12 21 -459 0
12 -21 -459 0
-12 21 -459 0
-12 -21 459 0
390 459 -460 0
390 -459 -460 0
-390 459 -460 0
-390 -459 460 0
390 459 -461 0
390 -459 461 0
-390 459 461 0
-390 -459 -461 0
385 461 -462 0
385 -461 -462 0
-385 461 -462 0
-385 -461 462 0
385 461 -463 0
385 -461 463 0
-385 461 463 0
-385 -461 -463 0
460 462 -464 0
460 -462 464 0
-460 462 464 0
-460 -462 -464 0
13 21 -465 0
13 -21 -465 0
-13 21 -465 0
-13 -21 465 0
392 465 -466 0
392 -465 -466 0
-392 465 -466 0
-392 -465 466 0
392 465 -467 0
392 -465 467 0
-392 465 467 0
-392 -465 -467 0
391 467 -468 0
391 -467 -468 0
-391 467 -468 0
-391 -467 468 0
391 467 -469 0
391 -467 469 0
-391 467 469 0
-391 -467 -469 0
466 468 -470 0
466 -468 470 0
-466 468 470 0
-466 -468 -470 0
14 21 -471 0
14 -21 -471 0
-14 21 -471 0
-14 -21 471 0
1 22 -472 0
1 -22 -472 0
-1 22 -472 0
-1 -22 472 0
403 472 -473 0
403 -472 -473 0
-403 472 -473 0
-403 -472 473 0
403 472 -474 0
403 -472 474 0
-403 472 474 0
-403 -472 -474 0
398 474 -475 0
398 -474 -475 0
-398 474 -475 0
-398 -474 475 0
398 474 -476 0
398 -474 476 0
-398 474 476 0
-398 -474 -476 0
473 475 -477 0
473 -475 477 0
-473 475 477 0
-473 -475 -477 0
2 22 -478 0
2 -22 -478 0
-2 22 -478 0
-2 -22 478 0
409 478 -479 0
409 -478 -479 0
-409 478 -479 0
-409 -478 479 0
409 478 -480 0
409 -478 480 0
-409 478 480 0
-409 -478 -480 0
404 480 -481 0
404 -480 -481 0
-404 480 -481 0
-404 -480 481 0
404 480 -482 0
404 -480 482 0
-404 480 482 0
-404 -480 -482 0
479 481 -483 0
479 -481 483 0
-479 481 483 0
-479 -481 -483 0
3 22 -484 0
3 -22 -484 0
-3 22 -484 0
-3 -22 484 0
415 484 -485 0
415 -484 -485 0
-415 484 -485 0
-415 -484 485 0
415 484 -486 0
415 -484 486 0
-415 484 486 0
-415 -484 -486 0
410 486 -487 0
410 -486 -487 0
-410 486 -487 0
-410 -486 487 0
410 486 -488 0
410 -486 488 0
-410 486 488 0
-410 -486 -488 0
485 487 -489 0
485 -487 489 0
-485 487 489 0
-485 -487 -489 0
4 22 -490 0
4 -22 -490 0
-4 22 -490 0
-4 -22 490 0
421 490 -491 0
421 -490 -491 0
-421 490 -491 0
-421 -490 491 0
421 490 -492 0
421 -490 492 0
-421 490 492 0
-421 -490 -492 0
416 492 -493 0
416 -492 -493 0
-416 492 -493 0
-416 -492 493 0
416 492 -494 0
416 -492 494 0
-416 492 494 0
-416 -492 -494 0
491 493 -495 0
491 -493 495 0
-491 493 495 0
-491 -493 -495 0
5 22 -496 0
5 -22 -496 0
-5 22 -496 0
-5 -22 496 0
427 496 -497 0
427 -496 -497 0
-427 496 -497 0
-427 -496 497 0
427 496 -498 0
427 -496 498 0
-427 496 498 0
-427 -496 -498 0
422 498 -499 0
422 -498 -499 0
-422 498 -499 0
-422 -498 499 0
422 498 -500 0
422 -498 500 0
-422 498 500 0
-422 -498 -500 0
497 499 -501 0
497 -499 501 0
-497 499 501 0
-497 -499 -501 0
6 22 -502 0
6 -22 -502 0
-6 22 -502 0
-6 -22 502 0
433 502 -503 0
433 -502 -503 0
-433 502 -503 0
-433 -502 503 0
433 502 -504 0
433 -502 504 0
-433 502 504 0
-433 -502 -504 0
428 504 -505 0
428 -504 -505 0
-428 504 -505 0
-428 -504 505 0
428 504 -506 0
428 -504 506 0
-428 504 506 0
-428 -504 -506 0
503 505 -507 0
503 -505 507 0
-503 505 507 0
-503 -505 -507 0
7 22 -508 0
7 -22 -508 0
-7 22 -508 0
-7 -22 508 0
439 508 -509 0
439 -508 -509 0
-439 508 -509 0
-439 -508 509 0
439 508 -510 0
439 -508 510 0
-439 508 510 0
-439 -508 -510 0
434 510 -511 0
434 -510 -511 0
-434 510 -511 0
-434 -510 511 0
434 510 -512 0
434 -510 512 0
-434 510 512 0
-434 -510 -512 0
509 511 -513 0
509 -511 513 0
-509 511 513 0
-509 -511 -513 0
8 22 -514 0
8 -22 -514 0
-8 22 -514 0
-8 -22 514 0
445 514 -515 0
445 -514 -515 0
-445 514 -515 0
-445 -514 515 0
445 514 -516 0
445 -514 516 0
-445 514 516 0
-445 -514 -516 0
440 516 -517 0
440 -516 -517 0
-440 516 -517 0
-440 -516 517 0
440 516 -518 0
440 -516 518 0
-440 516 518 0
-440 -516 -518 0
515 517 -519 0
515 -517 519 0
-515 517 519 0
-515 -517 -519 0
9 22 -520 0
9 -22 -520 0
-9 22 -520 0
-9 -22 520 0
451 520 -521 0
451 -520 -521 0
-451 520 -521 0
-451 -520 521 0
451 520 -522 0
451 -520 522 0
-451 520 522 0
-451 -520 -522 0
446 522 -523 0
446 -522 -523 0
-446 522 -523 0
-446 -522 523 0
446 522 -524 0
446 -522 524 0
-446 522 524 0
-446 -522 -524 0
521 523 -525 0
521 -523 525 0
-521 523 525 0
-521 -523 -525 0
10 22 -526 0
10 -22 -526 0
-10 22 -526 0
-10 -22 526 0
457 526 -527 0
457 -526 -527 0
-457 526 -527 0
-457 -526 527 0
457 526 -528 0
457 -526 528 0
-457 526 528 0
-457 -526 -528 0
452 528 -529 0
452 -528 -529 0
-452 528 -529 0
-452 -528 529 0
452 528 -530 0
452 -528 530 0
-452 528 530 0
-452 -528 -530 0
527 529 -531 0
527 -529 531 0
-527 529 531 0
-527 -529 -531 0
11 22 -532 0
11 -22 -532 0
-11 22 -532 0
-11 -22 532 0
463 532 -533 0
463 -532 -533 0
-463 532 -533 0
-463 -532 533 0
463 532 -534 0
463 -532 534 0
-463 532 534 0
-463 -532 -534 0
458 534 -535 0
458 -534 -535 0
-458 534 -535 0
-458 -534 535 0
458 534 -536 0
458 -534 536 0
-458 534 536 0
-458 -534 -536 0
533 535 -537 0
533 -535 537 0
-533 535 537 0
-533 -535 -537 0
12 22 -538 0
12 -22 -538 0
-12 22 -538 0
-12 -22 538 0
469 538 -539 0
469 -538 -539 0
-469 538 -539 0
-469 -538 539 0
469 538 -540 0
469 -538 540 0
-469 538 540 0
-469 -538 -540 0
464 540 -541 0
464 -540 -541 0
-464 540 -541 0
-464 -540 541 0
464 540 -542 0
464 -540 542 0
-464 540 542 0
-464 -540 -542 0
539 541 -543 0
539 -541 543 0
-539 541 543 0
-539 -541 -543 0
13 22 -544 0
13 -22 -544 0
-13 22 -544 0
-13 -22 544 0
471 544 -545 0
471 -544 -545 0
-471 544 -545 0
-471 -544 545 0
471 544 -546 0
471 -544 546 0
-471 544 546 0
-471 -544 -546 0
470 546 -547 0
470 -546 -547 0
-470 546 -547 0
-470 -546 547 0
470 546 -548 0
470 -546 548 0
-470 546 548 0
-470 -546 -548 0
545 547 -549 0
545 -547 549 0
-545 547 549 0
-545 -547 -549 0
14 22 -550 0
14 -22 -550 0
-14 22 -550 0
-14 -22 550 0
477 482 -551 0
477 -482 -551 0
-477 482 -551 0
-477 -482 551 0
477 482 -552 0
477 -482 552 0
-477 482 552 0
-477 -482 -552 0
483 488 -553 0
483 -488 -553 0
-483 488 -553 0
-483 -488 553 0
483 488 -554 0
483 -488 554 0
-483 488 554 0
-483 -488 -554 0
551 554 -555 0
551 -554 -555 0
-551 554 -555 0
-551 -554 555 0
551 554 -556 0
551 -554 556 0
-551 554 556 0
-551 -554 -556 0
553 555 -557 0
553 -555 557 0
-553 555 557 0
-553 -555 -557 0
489 494 -558 0
489 -494 -558 0
-489 494 -558 0
-489 -494 558 0
489 494 -559 0
489 -494 559 0
-489 494 559 0
-489 -494 -559 0
557 559 -560 0
557 -559 -560 0
-557 559 -560 0
-557 -559 560 0
557 559 -561 0
557 -559 561 0
-557 559 561 0
-557 -559 -561 0
558 560 -562 0
558 -560 562 0
-558 560 562 0
-558 -560 -562 0
495 500 -563 0
495 -500 -563 0
-495 500 -563 0
-495 -500 563 0
495 500 -564 0
495 -500 564 0
-495 500 564 0
-495 -500 -564 0
562 564 -565 0
562 -564 -565 0
-562 564 -565 0
-562 -564 565 0
562 564 -566 0
562 -564 566 0
-562 564 566 0
-562 -564 -566 0
563 565 -567 0
563 -565 567 0
-563 565 567 0
-563 -565 -567 0
501 506 -568 0
501 -506 -568 0
-501 506 -568 0
-501 -506 568 0
501 506 -569 0
501 -506 569 0
-501 506 569 0
-501 -506 -569 0
567 569 -570 0
567 -569 -570 0
-567 569 -570 0
-567 -569 570 0
567 569 -571 0
567 -569 571 0
-567 569 571 0
-567 -569 -571 0
568 570 -572 0
568 -570 572 0
-568 570 572 0
-568 -570 -572 0
507 512 -573 0
507 -512 -573 0
-507 512 -573 0
-507 -512 573 0
507 512 -574 0
507 -512 574 0
-507 512 574 0
-507 -512 -574 0
572 574 -575 0
572 -574 -575 0
-572 574 -575 0
-572 -574 575 0
572 574 -576 0
572 -574 576 0
-572 574 576 0
-572 -574 -576 0
573 575 -577 0
573 -575 577 0
-573 575 577 0
-573 -575 -577 0
513 518 -578 0
513 -518 -578 0
-513 518 -578 0
-513 -518 578 0
513 518 -579 0
513 -518 579 0
-513 518 579 0
-513 -518 -579 0
577 579 -580 0
577 -579 -580 0
-577 579 -580 0
-577 -579 580 0
577 579 -581 0
577 -579 581 0
-577 579 581 0
-577 -579 -581 0
578 580 -582 0
578 -580 582 0
-578 580 582 0
-578 -580 -582 0
519 524 -583 0
519 -524 -583 0
-519 524 -583 0
-519 -524 583 0
519 524 -584 0
519 -524 584 0
-519 524 584 0
-519 -524 -584 0
582 584 -585 0
582 -584 -585 0
-582 584 -585 0
-582 -584 585 0
582 584 -586 0
582 -584 586 0
-582 584 586 0
-582 -584 -586 0
583 585 -587 0
583 -585 587 0
-583 585 587 0
-583 -585 -587 0
525 530 -588 0
525 -530 -588 0
-525 530 -588 0
-525 -530 588 0
525 530 -589 0
525 -530 589 0
-525 530 589 0
-525 -530 -589 0
587 589 -590 0
587 -589 -590 0
-587 589 -590 0
-587 -589 590 0
587 589 -591 0
587 -589 591 0
-587 589 591 0
-587 -589 -591 0
588 590 -592 0
588 -590 592 0
-588 590 592 0
-588 -590 -592 0
531 536 -593 0
531 -536 -593 0
-531 536 -593 0
-531 -536 593 0
531 536 -594 0
531 -536 594 0
-531 536 594 0
-531 -536 -594 0
592 594 -595 0
592 -594 -595 0
-592 594 -595 0
-592 -594 595 0
592 594 -596 0
592 -594 596 0
-592 594 596 0
-592 -594 -596 0
593 595 -597 0
593 -595 597 0
-593 595 597 0
-593 -595 -597 0
537 542 -598 0
537 -542 -598 0
-537 542 -598 0
-537 -542 598 0
537 542 -599 0
537 -542 599 0
-537 542 599 0
-537 -542 -599 0
597 599 -600 0
597 -599 -600 0
-597 599 -600 0
-597 -599 600 0
597 599 -601 0
597 -599 601 0
-597 599 601 0
-597 -599 -601 0
598 600 -602 0
598 -600 602 0
-598 600 602 0
-598 -600 -602 0
543 548 -603 0
543 -548 -603 0
-543 548 -603 0
-543 -548 603 0
543 548 -604 0
543 -548 604 0
-543 548 604 0
-543 -548 -604 0
602 604 -605 0
602 -604 -605 0
-602 604 -605 0
-602 -604 605 0
602 604 -606 0
602 -604 606 0
-602 604 606 0
-602 -604 -606 0
603 605 -607 0
603 -605 607 0
-603 605 607 0
-603 -605 -607 0
549 550 -608 0
549 -550 -608 0
-549 550 -608 0
-549 -550 608 0
549 550 -609 0
549 -550 609 0
-549 550 609 0
-549 -550 -609 0
607 609 -610 0
607 -609 -610 0
-607 609 -610 0
-607 -609 610 0
607 609 -611 0
607 -609 611 0
-607 609 611 0
-607 -609 -611 0
608 610 -612 0
608 -610 612 0
-608 610 612 0
-608 -610 -612 0
